Local_Authority,OA_code,NSSEC_tot,NSSEC_1HigherManProf,NSSEC_2LowerManProf,NSSEC_3Intermediate,NSSEC_4SmallAccount,NSSEC_5LowerSupTech,NSSEC_6SemiRoutine,NSSEC_7Routine,NSSEC_8NoneUnemp,NSSEC_9UnClassif
Bradford,E00054413,294,18,81,35,33,22,39,43,13,10
Bradford,E00054414,277,37,54,30,44,17,32,55,7,1
Bradford,E00054415,236,27,56,29,15,11,59,27,10,2
Bradford,E00054416,293,23,65,29,30,39,42,34,31,0
Bradford,E00054417,235,49,86,34,12,7,27,13,3,4
Bradford,E00054418,243,42,82,36,15,10,25,21,11,1
Bradford,E00054419,450,148,143,17,68,27,19,18,10,0
Bradford,E00054420,244,79,61,27,16,18,17,22,0,4
Bradford,E00054421,249,54,74,38,30,10,13,29,1,0
Bradford,E00054422,348,57,119,37,42,16,47,22,8,0
Bradford,E00054423,246,61,75,31,11,20,20,19,9,0
Bradford,E00054424,365,95,138,43,32,16,8,19,14,0
Bradford,E00054425,339,71,137,48,31,20,15,12,5,0
Bradford,E00054426,375,71,108,48,39,16,37,24,28,4
Bradford,E00054427,387,30,116,62,59,35,40,38,6,1
Bradford,E00054428,364,72,99,56,72,26,18,17,4,0
Bradford,E00054429,290,84,115,18,32,13,15,6,5,2
Bradford,E00054430,140,13,22,23,14,24,23,17,4,0
Bradford,E00054431,285,83,90,28,48,1,15,20,0,0
Bradford,E00054432,314,57,105,61,21,23,23,15,8,1
Bradford,E00054433,321,66,85,55,39,24,21,24,7,0
Bradford,E00054434,295,57,90,56,17,18,33,19,5,0
Bradford,E00054435,331,72,138,25,58,13,7,11,1,6
Bradford,E00054436,341,39,96,34,45,21,68,28,5,5
Bradford,E00054437,352,54,64,40,48,46,39,53,7,1
Bradford,E00054438,300,18,58,20,60,29,57,47,11,0
Bradford,E00054439,362,43,70,40,48,36,53,59,11,2
Bradford,E00054440,306,0,46,26,30,51,61,43,36,13
Bradford,E00054441,298,20,61,26,44,20,55,61,11,0
Bradford,E00054442,434,8,24,37,31,42,102,81,92,17
Bradford,E00054443,304,1,45,13,21,34,53,51,83,3
Bradford,E00054444,498,117,192,49,63,33,25,14,0,5
Bradford,E00054445,388,42,122,60,57,18,36,44,3,6
Bradford,E00054446,344,33,85,58,75,25,32,35,1,0
Bradford,E00054447,286,36,71,24,63,28,20,35,1,8
Bradford,E00054448,232,28,42,48,30,23,35,25,1,0
Bradford,E00054449,318,43,83,50,53,21,23,44,0,1
Bradford,E00054450,305,48,90,10,88,10,14,32,13,0
Bradford,E00054451,254,15,37,36,34,29,40,52,8,3
Bradford,E00054452,509,57,79,57,141,22,57,62,34,0
Bradford,E00054453,373,41,70,34,83,23,54,42,22,4
Bradford,E00054454,257,10,36,26,27,30,61,51,15,1
Bradford,E00054455,377,8,61,33,66,59,70,75,5,0
Bradford,E00054456,314,15,48,32,28,36,62,62,23,8
Bradford,E00054457,345,12,32,43,28,32,55,68,69,6
Bradford,E00054458,330,10,60,46,18,30,48,56,57,5
Bradford,E00054459,321,10,68,39,61,21,38,46,38,0
Bradford,E00054460,328,17,61,37,36,31,50,49,45,2
Bradford,E00054461,318,14,30,27,27,18,78,61,50,13
Bradford,E00054462,321,24,68,22,17,27,47,57,47,12
Bradford,E00054463,356,10,45,41,29,26,94,81,24,6
Bradford,E00054464,293,15,58,30,17,30,59,51,28,5
Bradford,E00054465,203,19,37,32,52,8,21,25,4,5
Bradford,E00054466,610,47,148,50,70,39,135,50,56,15
Bradford,E00054467,355,18,55,55,37,17,72,65,30,6
Bradford,E00054468,419,12,67,47,40,43,88,82,36,4
Bradford,E00054469,312,22,71,24,46,43,40,51,15,0
Bradford,E00054470,318,41,92,55,30,18,22,52,1,7
Bradford,E00054471,313,29,119,23,32,25,55,21,9,0
Bradford,E00054472,265,10,43,18,60,30,39,50,15,0
Bradford,E00054473,533,58,135,78,58,66,67,54,15,2
Bradford,E00054474,297,35,56,44,16,25,43,50,17,11
Bradford,E00054475,345,43,66,53,46,35,61,34,2,5
Bradford,E00054476,297,4,57,29,26,33,60,77,11,0
Bradford,E00054477,283,13,78,53,28,39,27,43,2,0
Bradford,E00054478,249,17,53,42,20,24,29,39,22,3
Bradford,E00054479,349,56,64,43,41,36,62,36,9,2
Bradford,E00054480,272,25,46,52,36,28,22,39,17,7
Bradford,E00054482,595,29,76,31,141,33,81,116,81,7
Bradford,E00054483,508,100,83,39,145,18,42,35,32,14
Bradford,E00054484,449,13,48,35,117,35,74,52,73,2
Bradford,E00054485,507,19,38,30,138,40,81,97,53,11
Bradford,E00054486,447,25,34,24,107,54,48,103,51,1
Bradford,E00054488,564,33,96,23,227,21,65,43,45,11
Bradford,E00054489,597,4,39,35,81,78,121,141,91,7
Bradford,E00054490,355,30,32,11,26,23,55,98,36,44
Bradford,E00054491,576,8,39,41,148,33,73,109,110,15
Bradford,E00054492,501,16,35,50,99,62,69,94,73,3
Bradford,E00054493,423,22,22,26,82,47,78,115,26,5
Bradford,E00054494,520,32,31,28,153,52,54,110,44,16
Bradford,E00054495,365,7,43,5,57,39,65,95,50,4
Bradford,E00054496,455,57,63,19,131,32,23,65,40,25
Bradford,E00054497,491,49,42,18,113,32,73,80,74,10
Bradford,E00054498,291,9,52,16,54,20,39,57,42,2
Bradford,E00054499,571,38,49,58,165,43,87,76,49,6
Bradford,E00054501,235,45,38,16,38,12,32,31,18,5
Bradford,E00054503,476,49,85,49,113,47,50,70,8,5
Bradford,E00054504,572,26,23,36,133,26,90,104,126,8
Bradford,E00054505,515,16,28,32,109,37,111,66,99,17
Bradford,E00054506,608,21,59,47,136,36,104,113,75,17
Bradford,E00054507,568,14,70,42,88,77,84,106,72,15
Bradford,E00054508,569,33,53,31,132,20,77,114,98,11
Bradford,E00054509,613,38,53,37,174,14,111,87,98,1
Bradford,E00054510,496,21,57,44,83,26,104,59,89,13
Bradford,E00054511,530,75,130,52,104,25,41,59,34,10
Bradford,E00054512,557,11,69,36,143,24,73,113,82,6
Bradford,E00054513,539,122,70,26,175,26,53,37,30,0
Bradford,E00054514,144,9,7,6,21,10,18,39,27,7
Bradford,E00054516,580,31,58,61,129,62,68,106,58,7
Bradford,E00054517,495,4,13,21,111,63,91,135,57,0
Bradford,E00054518,544,20,91,25,105,25,74,117,79,8
Bradford,E00054519,419,24,52,21,95,50,54,84,34,5
Bradford,E00054520,588,26,55,35,97,39,101,164,57,14
Bradford,E00054521,293,3,28,32,48,19,58,82,20,3
Bradford,E00054522,517,15,69,43,96,30,96,119,42,7
Bradford,E00054523,466,8,53,9,83,63,109,88,52,1
Bradford,E00054524,299,2,15,13,24,36,66,75,68,0
Bradford,E00054525,542,83,122,41,61,42,93,86,6,8
Bradford,E00054526,353,12,64,32,21,37,58,85,35,9
Bradford,E00054527,445,55,98,37,51,59,70,60,8,7
Bradford,E00054528,317,10,41,35,54,33,79,55,6,4
Bradford,E00054529,309,25,74,36,50,32,45,37,7,3
Bradford,E00054530,331,50,77,42,63,28,38,24,2,7
Bradford,E00054531,421,38,93,70,31,54,52,55,17,11
Bradford,E00054532,381,70,91,50,36,32,51,34,8,9
Bradford,E00054533,333,60,76,46,43,24,46,35,3,0
Bradford,E00054534,302,57,89,19,82,17,19,7,4,8
Bradford,E00054535,322,6,29,23,12,24,69,94,58,7
Bradford,E00054536,283,2,6,30,12,20,58,88,59,8
Bradford,E00054537,393,5,48,19,28,19,82,100,85,7
Bradford,E00054538,294,1,23,9,14,35,58,84,68,2
Bradford,E00054539,336,4,6,23,6,39,81,104,64,9
Bradford,E00054541,248,1,26,9,11,36,43,75,46,1
Bradford,E00054542,329,9,22,24,19,69,66,93,24,3
Bradford,E00054543,308,6,15,18,7,34,89,99,37,3
Bradford,E00054544,378,11,35,18,34,24,81,111,62,2
Bradford,E00054545,379,6,34,21,37,36,71,94,71,9
Bradford,E00054546,379,6,30,21,11,39,105,93,63,11
Bradford,E00054547,304,3,14,35,12,33,85,72,43,7
Bradford,E00054548,339,1,20,36,17,43,73,105,31,13
Bradford,E00054549,250,10,27,16,12,37,59,72,17,0
Bradford,E00054550,415,22,88,32,30,41,73,68,55,6
Bradford,E00054551,233,8,14,18,8,13,61,67,41,3
Bradford,E00054552,314,4,30,28,15,29,77,98,27,6
Bradford,E00054553,196,1,21,6,3,20,46,69,26,4
Bradford,E00054554,546,92,140,66,86,39,52,45,13,13
Bradford,E00054555,284,11,40,29,31,40,46,70,15,2
Bradford,E00054556,298,11,43,40,12,36,59,83,10,4
Bradford,E00054557,213,3,20,21,34,18,47,57,12,1
Bradford,E00054558,365,8,51,23,29,37,111,88,18,0
Bradford,E00054559,369,45,93,44,63,52,28,43,0,1
Bradford,E00054560,299,16,33,42,20,31,58,75,21,3
Bradford,E00054562,260,9,36,35,42,43,31,55,9,0
Bradford,E00054563,294,20,52,28,37,35,39,64,18,1
Bradford,E00054564,322,16,16,29,13,27,81,91,45,4
Bradford,E00054565,385,33,58,45,33,48,65,85,12,6
Bradford,E00054566,465,32,53,45,31,43,110,100,35,16
Bradford,E00054567,325,20,71,36,58,37,42,52,8,1
Bradford,E00054569,359,22,76,39,64,13,56,54,30,5
Bradford,E00054570,366,21,49,34,63,36,67,62,31,3
Bradford,E00054573,487,22,37,28,73,52,118,93,46,18
Bradford,E00054574,298,34,38,16,36,9,45,74,39,7
Bradford,E00054575,397,4,60,29,43,56,99,41,59,6
Bradford,E00054576,364,39,31,49,65,34,62,53,22,9
Bradford,E00054577,325,23,44,38,55,43,80,26,12,4
Bradford,E00054578,392,32,63,24,63,43,44,65,49,9
Bradford,E00054579,154,9,28,11,19,3,44,30,10,0
Bradford,E00054580,349,26,47,42,57,36,61,45,33,2
Bradford,E00054581,248,14,48,37,38,11,46,30,24,0
Bradford,E00054582,321,27,56,50,43,29,43,31,24,18
Bradford,E00054583,403,31,36,29,80,43,80,65,32,7
Bradford,E00054584,517,27,55,80,142,24,35,85,67,2
Bradford,E00054585,252,17,41,21,30,32,38,34,34,5
Bradford,E00054587,304,4,31,15,28,38,53,93,42,0
Bradford,E00054588,320,8,59,26,66,18,42,53,48,0
Bradford,E00054589,421,13,34,16,107,35,88,98,30,0
Bradford,E00054590,420,19,53,40,50,69,103,58,26,2
Bradford,E00054591,558,19,59,21,169,73,76,87,50,4
Bradford,E00054592,469,31,33,28,81,32,94,104,57,9
Bradford,E00054594,389,34,25,31,59,36,75,62,65,2
Bradford,E00054595,388,18,41,53,61,34,56,70,53,2
Bradford,E00054596,345,20,39,21,30,33,81,82,33,6
Bradford,E00054597,333,2,31,18,37,46,35,63,83,18
Bradford,E00054598,306,31,67,51,63,18,36,33,4,3
Bradford,E00054599,341,20,67,29,25,49,65,71,10,5
Bradford,E00054600,422,12,33,31,50,37,101,97,49,12
Bradford,E00054601,386,29,45,33,51,29,69,43,56,31
Bradford,E00054602,347,22,56,37,44,34,60,72,17,5
Bradford,E00054603,352,22,103,44,57,35,37,48,6,0
Bradford,E00054604,135,5,12,12,4,13,40,39,10,0
Bradford,E00054605,312,7,40,38,28,16,56,65,56,6
Bradford,E00054606,323,16,36,44,32,43,74,48,30,0
Bradford,E00054607,287,12,64,33,70,19,31,40,18,0
Bradford,E00054608,306,18,54,45,47,27,52,55,7,1
Bradford,E00054609,327,39,42,48,51,46,58,38,4,1
Bradford,E00054610,391,4,32,21,76,41,85,75,57,0
Bradford,E00054611,459,41,57,27,56,72,57,76,64,9
Bradford,E00054612,299,22,43,29,45,35,56,50,19,0
Bradford,E00054613,343,22,39,15,50,49,50,62,38,18
Bradford,E00054616,105,0,10,12,7,6,28,20,5,17
Bradford,E00054617,562,21,37,13,133,43,110,138,54,13
Bradford,E00054618,543,14,27,26,62,59,74,88,108,85
Bradford,E00054620,563,30,30,38,85,63,61,77,143,36
Bradford,E00054621,134,4,8,6,35,8,24,35,5,9
Bradford,E00054622,250,20,40,11,12,9,14,25,28,91
Bradford,E00054624,423,30,28,33,63,44,58,117,45,5
Bradford,E00054626,457,14,32,24,81,19,82,82,59,64
Bradford,E00054628,450,16,38,33,48,27,29,30,34,195
Bradford,E00054629,448,16,46,13,89,36,46,73,95,34
Bradford,E00054630,581,23,118,32,110,37,36,142,70,13
Bradford,E00054631,521,18,44,38,100,38,64,92,57,70
Bradford,E00054632,566,1,65,68,121,50,72,71,93,25
Bradford,E00054633,537,12,35,39,136,42,76,88,55,54
Bradford,E00054636,543,20,16,24,196,16,103,71,71,26
Bradford,E00054637,383,7,55,36,87,14,33,38,25,88
Bradford,E00054638,388,11,34,34,63,13,95,40,40,58
Bradford,E00054639,588,17,34,37,120,79,85,133,52,31
Bradford,E00054640,509,15,37,11,108,40,77,126,79,16
Bradford,E00054641,403,6,36,27,48,38,51,81,72,44
Bradford,E00054642,496,17,59,9,131,19,58,79,72,52
Bradford,E00054643,417,6,61,28,112,36,61,26,29,58
Bradford,E00054644,347,10,31,9,54,35,69,88,25,26
Bradford,E00054645,263,0,23,26,46,10,61,52,37,8
Bradford,E00054646,440,4,27,17,57,51,82,119,82,1
Bradford,E00054647,529,5,15,34,159,25,73,138,61,19
Bradford,E00054648,507,43,40,27,77,29,115,86,81,9
Bradford,E00054649,581,31,36,74,134,54,40,140,72,0
Bradford,E00054650,520,21,53,19,88,24,83,118,87,27
Bradford,E00054652,371,4,29,10,56,31,67,92,75,7
Bradford,E00054653,612,16,19,16,117,80,105,143,97,19
Bradford,E00054654,422,21,34,27,79,39,52,84,71,15
Bradford,E00054658,407,15,24,29,69,23,44,70,108,25
Bradford,E00054659,289,5,22,23,27,14,50,76,63,9
Bradford,E00054660,278,22,63,36,18,47,43,42,7,0
Bradford,E00054661,369,35,96,60,49,21,41,65,2,0
Bradford,E00054662,265,26,57,36,38,22,42,33,9,2
Bradford,E00054663,284,19,55,69,35,18,46,37,5,0
Bradford,E00054664,353,0,46,40,28,50,61,81,36,11
Bradford,E00054665,303,20,70,31,45,35,55,47,0,0
Bradford,E00054666,326,8,48,33,39,27,74,84,13,0
Bradford,E00054667,429,5,33,64,17,34,77,125,66,8
Bradford,E00054668,339,27,86,27,33,46,73,41,6,0
Bradford,E00054669,319,29,39,53,44,55,43,50,6,0
Bradford,E00054670,340,48,77,50,47,29,43,44,2,0
Bradford,E00054671,368,26,72,41,46,57,52,54,20,0
Bradford,E00054672,291,22,52,28,30,12,61,65,20,1
Bradford,E00054673,274,7,63,33,32,11,43,51,31,3
Bradford,E00054674,366,9,29,43,62,51,47,114,11,0
Bradford,E00054675,236,6,31,29,37,24,50,53,6,0
Bradford,E00054676,349,14,59,30,48,40,49,96,4,9
Bradford,E00054677,283,15,41,43,47,24,30,35,9,39
Bradford,E00054678,334,12,54,31,58,26,56,68,28,1
Bradford,E00054679,386,32,54,66,84,32,37,64,16,1
Bradford,E00054680,359,33,80,45,51,23,62,53,12,0
Bradford,E00054681,314,28,107,34,12,48,27,36,7,15
Bradford,E00054682,323,18,56,37,35,57,46,50,20,4
Bradford,E00054684,309,28,56,54,21,43,50,38,16,3
Bradford,E00054685,318,25,52,73,51,23,39,49,6,0
Bradford,E00054686,374,49,39,65,52,54,40,59,12,4
Bradford,E00054687,269,21,41,36,40,28,45,54,4,0
Bradford,E00054688,599,31,82,57,66,40,135,123,58,7
Bradford,E00054689,290,23,50,60,56,29,31,34,2,5
Bradford,E00054690,292,31,47,47,44,23,35,60,5,0
Bradford,E00054691,291,16,42,36,40,38,43,58,18,0
Bradford,E00054692,277,15,57,48,39,29,39,34,16,0
Bradford,E00054693,303,31,52,40,38,36,28,61,17,0
Bradford,E00054694,265,14,33,50,27,27,46,41,22,5
Bradford,E00054695,273,25,68,41,36,34,30,34,5,0
Bradford,E00054696,345,12,91,31,11,26,74,82,15,3
Bradford,E00054697,296,1,14,14,11,35,73,101,36,11
Bradford,E00054698,227,18,50,29,31,20,27,33,19,0
Bradford,E00054699,257,11,49,30,51,38,26,42,6,4
Bradford,E00054700,523,54,92,51,53,79,88,65,38,3
Bradford,E00054701,335,10,36,26,17,38,79,99,27,3
Bradford,E00054702,420,30,45,23,16,35,101,126,44,0
Bradford,E00054703,335,77,98,41,35,17,33,23,5,6
Bradford,E00054704,389,54,108,30,139,18,28,11,1,0
Bradford,E00054705,278,42,86,25,51,14,30,29,1,0
Bradford,E00054706,288,57,83,28,70,13,24,9,4,0
Bradford,E00054707,365,69,85,41,80,34,22,19,5,10
Bradford,E00054708,315,81,83,25,40,21,42,22,1,0
Bradford,E00054709,347,94,86,25,74,17,12,8,16,15
Bradford,E00054710,309,65,72,29,47,18,32,37,7,2
Bradford,E00054711,242,18,53,24,55,10,30,50,2,0
Bradford,E00054712,293,31,65,58,34,24,42,32,7,0
Bradford,E00054713,310,41,94,38,49,20,29,35,4,0
Bradford,E00054714,360,97,138,32,39,12,24,6,5,7
Bradford,E00054715,292,38,58,14,48,37,30,57,5,5
Bradford,E00054716,327,5,84,24,57,39,60,53,5,0
Bradford,E00054717,297,22,81,15,78,13,36,34,7,11
Bradford,E00054718,231,21,51,48,19,17,37,35,1,2
Bradford,E00054719,261,43,67,24,58,25,19,17,8,0
Bradford,E00054720,238,20,73,24,33,16,16,39,17,0
Bradford,E00054721,310,49,73,31,72,26,26,28,3,2
Bradford,E00054722,277,30,70,17,27,33,41,52,6,1
Bradford,E00054723,243,23,43,24,38,27,47,37,2,2
Bradford,E00054724,273,33,61,24,51,28,30,33,8,5
Bradford,E00054725,221,18,54,27,42,32,26,19,1,2
Bradford,E00054726,376,66,96,35,52,31,42,47,7,0
Bradford,E00054727,362,75,87,47,52,19,40,37,4,1
Bradford,E00054728,407,56,138,44,69,18,34,44,4,0
Bradford,E00054729,371,80,92,24,106,23,8,34,4,0
Bradford,E00054730,292,39,69,33,35,31,29,46,8,2
Bradford,E00054731,229,23,46,17,46,28,26,30,7,6
Bradford,E00054732,271,22,55,30,29,40,44,38,13,0
Bradford,E00054733,433,71,120,27,86,18,54,46,7,4
Bradford,E00054734,513,71,113,72,77,68,40,64,8,0
Bradford,E00054735,302,60,62,32,36,39,25,41,3,4
Bradford,E00054736,253,58,61,24,36,23,17,27,7,0
Bradford,E00054737,192,27,29,21,25,41,19,30,0,0
Bradford,E00054738,180,12,46,25,21,22,16,30,8,0
Bradford,E00054739,270,25,67,38,38,31,33,35,3,0
Bradford,E00054740,336,61,106,9,99,22,22,17,0,0
Bradford,E00054741,257,27,55,18,26,20,46,52,4,9
Bradford,E00054742,238,34,40,33,40,23,27,33,5,3
Bradford,E00054743,493,109,125,25,118,32,40,39,3,2
Bradford,E00054744,294,64,89,19,47,19,21,30,1,4
Bradford,E00054745,289,33,107,60,33,16,19,21,0,0
Bradford,E00054746,255,13,51,46,37,42,34,22,7,3
Bradford,E00054747,269,53,62,29,46,17,31,28,2,1
Bradford,E00054748,251,26,63,36,22,21,37,43,3,0
Bradford,E00054749,294,36,73,38,48,40,32,20,3,4
Bradford,E00054750,140,22,19,12,17,15,33,17,5,0
Bradford,E00054751,314,55,74,23,54,22,32,43,11,0
Bradford,E00054752,134,30,46,16,22,10,2,8,0,0
Bradford,E00054753,356,40,89,37,65,36,40,43,5,1
Bradford,E00054754,363,50,102,26,27,59,56,36,5,2
Bradford,E00054755,348,67,76,27,57,29,40,47,5,0
Bradford,E00054756,256,42,86,27,43,16,18,24,0,0
Bradford,E00054757,306,24,73,34,56,26,45,37,9,2
Bradford,E00054758,216,10,44,33,13,33,23,49,11,0
Bradford,E00054759,417,28,66,47,27,49,84,80,32,4
Bradford,E00054760,340,22,66,51,14,50,59,57,10,11
Bradford,E00054761,396,10,47,46,34,56,88,62,43,10
Bradford,E00054762,320,28,51,35,34,54,65,47,6,0
Bradford,E00054763,365,17,49,44,26,33,76,78,32,10
Bradford,E00054764,251,16,45,45,25,16,31,57,16,0
Bradford,E00054765,271,15,41,21,29,13,71,51,21,9
Bradford,E00054766,332,34,85,39,37,47,41,45,4,0
Bradford,E00054767,329,38,71,55,33,47,35,47,0,3
Bradford,E00054768,480,48,111,33,81,48,66,61,10,22
Bradford,E00054769,281,30,38,51,49,27,52,25,4,5
Bradford,E00054770,352,41,77,26,52,44,37,52,20,3
Bradford,E00054771,311,36,94,39,35,39,50,16,0,2
Bradford,E00054772,261,11,36,22,15,41,54,69,13,0
Bradford,E00054773,344,0,43,40,19,37,103,79,17,6
Bradford,E00054774,284,58,82,38,31,18,24,27,6,0
Bradford,E00054775,317,20,34,29,40,34,56,79,17,8
Bradford,E00054776,291,44,56,46,53,33,32,22,5,0
Bradford,E00054777,351,16,36,31,31,55,67,92,23,0
Bradford,E00054778,304,66,54,38,41,24,28,35,10,8
Bradford,E00054779,351,11,33,23,26,53,73,110,21,1
Bradford,E00054780,260,26,44,43,37,27,37,43,2,1
Bradford,E00054781,279,24,65,44,39,29,42,24,12,0
Bradford,E00054782,337,10,40,29,18,39,60,100,38,3
Bradford,E00054783,247,11,26,20,9,41,64,58,18,0
Bradford,E00054784,349,10,31,20,34,42,37,140,35,0
Bradford,E00054785,312,23,17,19,8,21,84,90,43,7
Bradford,E00054786,324,31,50,58,58,22,51,39,15,0
Bradford,E00054787,246,8,59,37,17,37,30,39,7,12
Bradford,E00054788,255,13,22,9,12,36,56,88,19,0
Bradford,E00054789,347,19,48,35,32,30,72,81,25,5
Bradford,E00054790,344,18,94,46,31,37,47,41,18,12
Bradford,E00054791,385,32,95,39,75,32,50,41,6,15
Bradford,E00054792,276,27,65,44,27,30,50,23,6,4
Bradford,E00054793,276,19,57,49,36,32,33,43,7,0
Bradford,E00054794,245,5,49,23,16,53,56,38,5,0
Bradford,E00054795,233,8,27,32,45,26,24,58,9,4
Bradford,E00054796,327,20,79,69,35,21,31,59,12,1
Bradford,E00054797,387,16,76,54,59,53,44,79,6,0
Bradford,E00054798,312,2,30,12,33,28,50,113,40,4
Bradford,E00054799,269,15,60,36,35,36,41,40,6,0
Bradford,E00054800,238,20,57,40,33,28,12,39,5,4
Bradford,E00054801,320,16,24,15,46,48,47,83,41,0
Bradford,E00054802,301,19,66,36,19,47,43,49,22,0
Bradford,E00054803,281,27,39,40,30,40,44,54,7,0
Bradford,E00054804,282,13,30,17,19,21,50,70,59,3
Bradford,E00054805,320,17,56,24,18,35,78,60,24,8
Bradford,E00054806,301,14,62,50,24,33,59,51,7,1
Bradford,E00054807,324,25,59,38,44,28,50,69,11,0
Bradford,E00054808,364,4,68,50,32,50,69,70,14,7
Bradford,E00054809,332,23,79,40,24,35,58,60,13,0
Bradford,E00176094,178,26,50,33,9,6,13,22,15,4
Bradford,E00176095,163,17,51,20,13,12,23,24,3,0
Bradford,E00176096,266,22,79,31,29,31,22,35,9,8
Bradford,E00176097,430,10,33,41,22,49,100,123,45,7
Bradford,E00176098,299,20,70,29,36,13,56,29,16,30
Bradford,E00176099,172,61,66,7,5,8,20,3,1,1
Bradford,E00176100,181,53,43,31,13,12,20,5,3,1
Bradford,E00176101,231,71,80,25,18,14,12,3,1,7
Bradford,E00176102,438,27,26,35,54,60,57,89,80,10
Bradford,E00176103,197,5,16,2,43,25,23,27,52,4
Bradford,E00176104,167,14,19,6,2,11,28,18,12,57
Bradford,E00176105,184,25,22,11,5,21,24,28,8,40
Bradford,E00176106,186,16,16,15,7,14,12,27,12,67
Bradford,E00176107,191,20,29,10,8,11,27,8,7,71
Bradford,E00176108,167,19,20,16,6,3,17,19,7,60
Bradford,E00176109,197,18,34,25,4,17,13,16,23,47
Bradford,E00176110,195,15,27,13,9,14,33,35,10,39
Bradford,E00176111,217,39,36,19,7,19,23,23,17,34
Bradford,E00176112,203,9,25,20,25,17,8,25,11,63
Bradford,E00176113,297,30,11,25,26,48,28,51,33,45
Bradford,E00176114,400,12,22,25,102,63,64,43,35,34
Bradford,E00176115,169,5,13,1,1,8,17,58,8,58
Bradford,E00176116,204,7,7,6,56,5,36,43,12,32
Bradford,E00176117,427,6,14,44,155,42,44,39,56,27
Bradford,E00176118,352,53,59,45,52,22,37,50,26,8
Bradford,E00176119,304,13,14,31,60,16,46,71,38,15
Bradford,E00176120,214,22,29,14,49,29,23,16,20,12
Bradford,E00176121,457,15,64,35,122,35,46,77,38,25
Bradford,E00176122,203,22,38,15,8,6,22,15,11,66
Bradford,E00176123,200,46,39,13,10,6,25,15,11,35
Bradford,E00176124,419,5,24,34,55,50,60,107,18,66
Bradford,E00176125,94,0,9,7,22,6,12,4,4,30
Bradford,E00176126,330,6,16,30,75,11,3,54,28,107
Bradford,E00176127,475,34,26,27,84,43,83,91,53,34
Bradford,E00176128,348,24,31,17,64,34,44,79,32,23
Bradford,E00176129,271,13,22,18,55,8,48,65,35,7
Bradford,E00176130,433,22,59,47,29,25,78,67,89,17
Bradford,E00176131,242,22,26,7,26,2,33,51,29,46
Bradford,E00176132,283,2,52,12,14,28,41,38,25,71
Bradford,E00176133,472,13,26,14,59,34,163,119,35,9
Bradford,E00176134,446,46,56,12,200,31,37,25,30,9
Bradford,E00176135,310,37,87,37,27,17,39,54,12,0
Bradford,E00176136,220,7,19,15,47,20,39,31,32,10
Bradford,E00176137,185,22,49,39,5,9,15,12,2,32
Bradford,E00176138,317,11,17,20,65,19,70,71,32,12
Bradford,E00176139,198,27,30,13,11,5,22,10,11,69
Bradford,E00176140,352,38,42,25,49,29,46,69,29,25
Bradford,E00176141,335,11,33,22,43,19,64,96,28,19
Bradford,E00176142,248,28,16,5,34,2,13,36,38,76
Bradford,E00176143,610,10,28,37,95,64,78,123,131,44
Bradford,E00176144,282,19,13,10,6,32,78,57,35,32
Bradford,E00176145,436,9,22,8,143,41,57,98,52,6
Bradford,E00176146,183,23,29,19,12,5,6,10,10,69
Bradford,E00176147,251,9,17,21,46,33,33,42,37,13
Bradford,E00176148,327,8,48,25,14,30,72,79,43,8
Bradford,E00176149,470,25,47,34,98,25,74,98,38,31
Bradford,E00176150,448,11,34,18,128,32,65,89,66,5
Bradford,E00176151,281,11,54,19,9,66,38,32,46,6
Bradford,E00176152,601,8,37,16,164,65,74,128,74,35
Bradford,E00176153,136,14,20,6,1,1,21,13,18,42
Bradford,E00176154,107,4,30,19,5,19,10,10,6,4
Bradford,E00176155,389,84,141,52,39,39,25,6,0,3
Bradford,E00176156,241,42,54,54,27,19,25,7,10,3
Bradford,E00176157,530,14,62,12,63,93,103,88,86,9
Bradford,E00176158,188,23,29,15,16,14,22,34,14,21
Bradford,E00176159,380,12,27,17,111,45,55,63,50,0
Bradford,E00176160,390,10,31,30,73,27,54,89,53,23
Bradford,E00176161,532,10,37,10,124,72,90,93,90,6
Bradford,E00176162,349,6,34,29,25,58,70,54,68,5
Bradford,E00176163,290,86,78,33,43,24,13,8,0,5
Bradford,E00176164,366,69,67,50,62,35,31,34,6,12
Bradford,E00176165,507,47,41,25,61,73,72,83,72,33
Bradford,E00176166,190,18,42,10,9,15,24,12,9,51
Bradford,E00176167,354,81,109,35,35,22,28,17,15,12
Bradford,E00176168,504,30,35,29,149,47,37,99,75,3
Bradford,E00176169,463,17,43,74,29,32,130,104,27,7
Bradford,E00176170,314,61,50,31,46,17,42,30,30,7
Bradford,E00176171,339,38,91,37,16,38,46,59,10,4
Bradford,E00176172,281,16,59,26,18,24,52,28,43,15
Bradford,E00176173,364,23,34,10,67,42,52,101,35,0
Bradford,E00176174,435,11,47,32,126,9,62,92,52,4
Bradford,E00176175,383,18,60,44,25,23,84,87,17,25
Bradford,E00176176,291,16,57,62,17,42,45,48,4,0
Bradford,E00176177,292,45,67,35,42,29,12,26,2,34
Bradford,E00176178,295,59,101,56,26,29,12,8,0,4
Bradford,E00176179,379,83,172,48,51,13,7,5,0,0
Bradford,E00176180,392,48,68,54,76,31,31,49,12,23
Bradford,E00176181,218,43,50,22,36,11,19,26,11,0
Bradford,E00176182,128,20,38,12,12,12,12,13,9,0
